split,lesion_id,image,n_lesions_on_image,status,k3_rank,k3_detected,k3_pred_y0,k3_pred_y1,k3_pred_x0,k3_pred_x1,box_iou_k3,cand1_y0,cand1_y1,cand1_x0,cand1_x1,cand1_sum,cand1_area,cand2_y0,cand2_y1,cand2_x0,cand2_x1,cand2_sum,cand2_area,cand3_y0,cand3_y1,cand3_x0,cand3_x1,cand3_sum,cand3_area
train,Mass-Training_P_00051_LEFT_CC_1,Mass-Training_P_00051_LEFT_CC,1,ok,1,True,1971.0,2683.0,974.0,1525.0,0.98547062539482,1971,2683,974,1525,9697.010742902756,12007,,,,,,,,,,,,
train,Mass-Training_P_00051_LEFT_MLO_1,Mass-Training_P_00051_LEFT_MLO,1,ok,1,True,3004.0,3703.0,1144.0,1640.0,0.8613309256997185,3004,3703,1144,1640,8831.162715703249,11223,,,,,,,,,,,,
train,Mass-Training_P_00054_RIGHT_MLO_1,Mass-Training_P_00054_RIGHT_MLO,1,ok,1,True,2879.0,3103.0,2514.0,2717.0,0.8735795454545454,2879,3103,2514,2717,1081.3945510983467,1270,,,,,,,,,,,,
train,Mass-Training_P_00055_LEFT_CC_1,Mass-Training_P_00055_LEFT_CC,1,ok,1,True,2559.0,2967.0,920.0,1343.0,0.8726201269265639,2559,2967,920,1343,3080.9985857009888,4286,,,,,,,,,,,,
train,Mass-Training_P_00059_LEFT_CC_1,Mass-Training_P_00059_LEFT_CC,1,ok,1,True,2538.0,2776.0,1125.0,1363.0,0.9069767441860465,2538,2776,1125,1363,941.7795008122921,1007,,,,,,,,,,,,
train,Mass-Training_P_00059_LEFT_MLO_1,Mass-Training_P_00059_LEFT_MLO,1,ok,1,True,3418.0,3628.0,1023.0,1324.0,0.9039256198347108,3418,3628,1023,1324,1039.424386560917,1181,,,,,,,,,,,,
train,Mass-Training_P_00074_LEFT_MLO_1,Mass-Training_P_00074_LEFT_MLO,1,ok,1,True,4469.0,4779.0,2652.0,3026.0,0.912,4469,4779,2652,3026,1975.7886978387833,2253,,,,,,,,,,,,
train,Mass-Training_P_00074_RIGHT_CC_1,Mass-Training_P_00074_RIGHT_CC,1,ok,1,True,5019.0,5190.0,962.0,1114.0,0.7558790593505039,5019,5190,962,1114,402.0032089948654,472,,,,,,,,,,,,
train,Mass-Training_P_00074_RIGHT_MLO_1,Mass-Training_P_00074_RIGHT_MLO,1,ok,1,True,4543.0,4684.0,436.0,604.0,0.8171428571428572,4543,4684,436,604,363.1377855837345,400,,,,,,,,,,,,
train,Mass-Training_P_00079_RIGHT_CC_1,Mass-Training_P_00079_RIGHT_CC,1,ok,1,True,1613.0,2179.0,1899.0,2464.0,0.961997226074896,1613,2179,1899,2464,5568.001439869404,7013,,,,,,,,,,,,
train,Mass-Training_P_00079_RIGHT_MLO_1,Mass-Training_P_00079_RIGHT_MLO,1,ok,1,True,2923.0,3354.0,2065.0,2524.0,0.9545080844066868,2923,3354,2065,2524,3059.247207403183,4402,,,,,,,,,,,,
train,Mass-Training_P_00086_RIGHT_CC_1,Mass-Training_P_00086_RIGHT_CC,1,ok,1,True,3058.0,3243.0,1865.0,2086.0,0.8681564245810056,3058,3243,1865,2086,1122.8208858668804,1220,,,,,,,,,,,,
train,Mass-Training_P_00086_RIGHT_MLO_1,Mass-Training_P_00086_RIGHT_MLO,1,ok,1,True,2656.0,2870.0,2059.0,2268.0,0.8898888300688195,2656,2870,2059,2268,1056.6853688657284,1161,,,,,,,,,,,,
train,Mass-Training_P_00090_LEFT_CC_1,Mass-Training_P_00090_LEFT_CC,1,ok,1,True,1236.0,1502.0,675.0,1043.0,0.8732654949121184,1236,1502,675,1043,2785.3724941313267,3449,,,,,,,,,,,,
train,Mass-Training_P_00090_LEFT_MLO_1,Mass-Training_P_00090_LEFT_MLO,1,ok,1,True,1834.0,2183.0,1028.0,1303.0,0.7771996215704825,1834,2183,1028,1303,1661.4058164060116,2169,,,,,,,,,,,,
train,Mass-Training_P_00092_LEFT_CC_1,Mass-Training_P_00092_LEFT_CC,1,ok,1,True,1561.0,1913.0,56.0,403.0,0.9002961500493584,1561,1913,56,403,4147.619157880545,4401,,,,,,,,,,,,
train,Mass-Training_P_00092_LEFT_MLO_1,Mass-Training_P_00092_LEFT_MLO,2,ok,2,True,576.0,908.0,267.0,558.0,0.972972972972973,2457,2812,207,567,4285.82069966197,4427,576.0,908.0,267.0,558.0,2789.7942898869514,2991.0,,,,,,
train,Mass-Training_P_00092_LEFT_MLO_2,Mass-Training_P_00092_LEFT_MLO,2,ok,1,True,2457.0,2812.0,207.0,567.0,0.9375,2457,2812,207,567,4285.82069966197,4427,576.0,908.0,267.0,558.0,2789.7942898869514,2991.0,,,,,,
train,Mass-Training_P_00092_RIGHT_CC_1,Mass-Training_P_00092_RIGHT_CC,1,ok,2,True,2836.0,2947.0,2482.0,2547.0,0.704,1418,1543,1873,2031,325.00402224063873,714,2836.0,2947.0,2482.0,2547.0,215.84107813239098,315.0,,,,,,
train,Mass-Training_P_00092_RIGHT_MLO_1,Mass-Training_P_00092_RIGHT_MLO,2,ok,2,True,574.0,694.0,1897.0,2017.0,0.50801393728223,2072,2256,1860,2053,1051.0340857207775,1166,574.0,694.0,1897.0,2017.0,353.76780608296394,554.0,,,,,,
train,Mass-Training_P_00092_RIGHT_MLO_2,Mass-Training_P_00092_RIGHT_MLO,2,ok,1,True,2072.0,2256.0,1860.0,2053.0,0.8904040404040404,2072,2256,1860,2053,1051.0340857207775,1166,574.0,694.0,1897.0,2017.0,353.76780608296394,554.0,,,,,,
train,Mass-Training_P_00095_LEFT_CC_1,Mass-Training_P_00095_LEFT_CC,1,ok,1,True,2781.0,3077.0,127.0,415.0,0.7227346717308736,2781,3077,127,415,1091.252268910408,1219,,,,,,,,,,,,
train,Mass-Training_P_00095_LEFT_MLO_1,Mass-Training_P_00095_LEFT_MLO,1,ok,1,True,2841.0,3149.0,596.0,912.0,0.5649072753209701,2841,3149,596,912,1178.1766220331192,1479,,,,,,,,,,,,
train,Mass-Training_P_00096_RIGHT_CC_1,Mass-Training_P_00096_RIGHT_CC,1,ok,1,True,1953.0,2217.0,920.0,1282.0,0.7554945054945055,1953,2217,920,1282,2667.647054851055,2866,3171.0,3303.0,5.0,108.0,212.75242429971695,412.0,,,,,,
train,Mass-Training_P_00096_RIGHT_MLO_1,Mass-Training_P_00096_RIGHT_MLO,1,ok,1,True,4449.0,4729.0,1008.0,1288.0,0.7921440261865794,4449,4729,1008,1288,1184.8028122782707,1317,,,,,,,,,,,,
train,Mass-Training_P_00107_RIGHT_MLO_1,Mass-Training_P_00107_RIGHT_MLO,1,ok,1,True,1814.0,2122.0,1594.0,1824.0,0.9375,1814,2122,1594,1824,1556.9985834360123,1842,497.0,733.0,2798.0,2947.0,880.2091963291168,1077.0,,,,,,
train,Mass-Training_P_00108_LEFT_CC_1,Mass-Training_P_00108_LEFT_CC,1,ok,1,True,1937.0,2131.0,1083.0,1278.0,0.8388157894736842,1937,2131,1083,1278,709.4008466899395,755,,,,,,,,,,,,
train,Mass-Training_P_00108_LEFT_MLO_1,Mass-Training_P_00108_LEFT_MLO,1,ok,1,True,3830.0,3997.0,948.0,1157.0,0.8923076923076924,3830,3997,948,1157,682.3794896006584,717,,,,,,,,,,,,
train,Mass-Training_P_00110_LEFT_CC_1,Mass-Training_P_00110_LEFT_CC,1,ok,1,True,1436.0,2115.0,2225.0,2789.0,0.7374631268436578,1436,2115,2225,2789,7289.908675163984,8574,,,,,,,,,,,,
train,Mass-Training_P_00110_LEFT_MLO_1,Mass-Training_P_00110_LEFT_MLO,1,ok,1,True,2731.0,3576.0,1785.0,2536.0,0.8210350783157644,2731,3576,1785,2536,8486.260917961597,9934,,,,,,,,,,,,
train,Mass-Training_P_00110_RIGHT_CC_1,Mass-Training_P_00110_RIGHT_CC,1,ok,1,True,3605.0,3868.0,753.0,1033.0,0.728225806451613,3605,3868,753,1033,1552.0892151296139,1814,2459.0,2733.0,1318.0,1575.0,915.9428606033325,1673.0,,,,,,
train,Mass-Training_P_00117_LEFT_MLO_1,Mass-Training_P_00117_LEFT_MLO,1,ok,1,True,4096.0,4316.0,1813.0,2076.0,0.790296052631579,4096,4316,1813,2076,769.944087266922,834,,,,,,,,,,,,
train,Mass-Training_P_00119_LEFT_CC_1,Mass-Training_P_00119_LEFT_CC,1,ok,1,True,1992.0,2221.0,1113.0,1348.0,0.9523809523809523,1992,2221,1113,1348,916.8798946142197,1109,,,,,,,,,,,,
train,Mass-Training_P_00119_LEFT_MLO_1,Mass-Training_P_00119_LEFT_MLO,1,ok,1,True,3980.0,4132.0,1482.0,1628.0,0.7207977207977208,3980,4132,1482,1628,429.6193127632141,495,,,,,,,,,,,,
train,Mass-Training_P_00128_LEFT_CC_1,Mass-Training_P_00128_LEFT_CC,1,ok,1,True,2731.0,3280.0,611.0,1297.0,0.8846434433704177,2731,3280,611,1297,5523.047940731049,6988,,,,,,,,,,,,
train,Mass-Training_P_00133_LEFT_CC_1,Mass-Training_P_00133_LEFT_CC,1,ok,1,True,1382.0,1674.0,803.0,1081.0,0.8141414141414142,1382,1674,803,1081,2427.450141131878,2599,,,,,,,,,,,,
train,Mass-Training_P_00133_LEFT_MLO_1,Mass-Training_P_00133_LEFT_MLO,1,ok,1,True,2094.0,2377.0,922.0,1259.0,0.8512162926645295,2094,2377,922,1259,3031.969770759344,3306,,,,,,,,,,,,
train,Mass-Training_P_00134_LEFT_CC_1,Mass-Training_P_00134_LEFT_CC,1,ok,1,True,3700.0,3997.0,1945.0,2261.0,0.6320158102766799,3700,3997,1945,2261,1419.212640285492,1806,,,,,,,,,,,,
train,Mass-Training_P_00134_LEFT_MLO_1,Mass-Training_P_00134_LEFT_MLO,1,ok,1,True,5114.0,5505.0,2496.0,2847.0,0.7732710825795156,5114,5505,2496,2847,1690.198180168867,1894,1815.0,1930.0,2732.0,2840.0,94.41671958565712,228.0,,,,,,
train,Mass-Training_P_00137_LEFT_CC_1,Mass-Training_P_00137_LEFT_CC,1,ok,1,True,2645.0,2854.0,541.0,793.0,0.7628205128205128,2645,2854,541,793,1498.967920333147,1742,,,,,,,,,,,,
train,Mass-Training_P_00137_LEFT_MLO_1,Mass-Training_P_00137_LEFT_MLO,1,ok,1,True,2559.0,2689.0,810.0,945.0,0.8448275862068966,2559,2689,810,945,584.8597566783428,692,,,,,,,,,,,,
train,Mass-Training_P_00146_RIGHT_CC_1,Mass-Training_P_00146_RIGHT_CC,1,ok,1,True,1274.0,1879.0,3390.0,3777.0,0.8766079085278704,1274,1879,3390,3777,3523.3789326548576,3926,,,,,,,,,,,,
train,Mass-Training_P_00146_RIGHT_MLO_1,Mass-Training_P_00146_RIGHT_MLO,1,ok,1,True,1538.0,1919.0,2656.0,3119.0,0.8787588584562345,1538,1919,2656,3119,3063.108674734831,3208,,,,,,,,,,,,
train,Mass-Training_P_00148_RIGHT_CC_1,Mass-Training_P_00148_RIGHT_CC,1,ok,1,True,1516.0,1765.0,1887.0,2132.0,0.9437453737971873,1516,1765,1887,2132,1865.367976486683,2041,,,,,,,,,,,,
train,Mass-Training_P_00148_RIGHT_MLO_1,Mass-Training_P_00148_RIGHT_MLO,1,ok,1,True,2534.0,2865.0,1061.0,1331.0,0.8452323909918543,2534,2865,1061,1331,2566.192042142153,2735,,,,,,,,,,,,
train,Mass-Training_P_00160_LEFT_CC_1,Mass-Training_P_00160_LEFT_CC,1,ok,1,True,1472.0,1657.0,1208.0,1432.0,0.8109072375127421,1472,1657,1208,1432,1250.1230603456497,1379,3975.0,4048.0,147.0,220.0,61.475335001945496,149.0,,,,,,
train,Mass-Training_P_00160_LEFT_MLO_1,Mass-Training_P_00160_LEFT_MLO,1,ok,1,True,2755.0,3026.0,1422.0,1703.0,0.9301267468313292,2755,3026,1422,1703,1790.5309280753136,1912,,,,,,,,,,,,
train,Mass-Training_P_00160_RIGHT_CC_1,Mass-Training_P_00160_RIGHT_CC,1,ok,1,True,322.0,538.0,2609.0,2780.0,0.7608695652173914,322,538,2609,2780,951.6683539450169,1024,3253.0,3328.0,1267.0,1347.0,79.17069214582443,191.0,,,,,,
train,Mass-Training_P_00160_RIGHT_MLO_1,Mass-Training_P_00160_RIGHT_MLO,1,ok,1,True,1945.0,2105.0,2565.0,2770.0,0.6285714285714286,1945,2105,2565,2770,848.6019931733608,960,3865.0,3960.0,1135.0,1220.0,98.84293097257614,236.0,,,,,,
train,Mass-Training_P_00166_RIGHT_CC_1,Mass-Training_P_00166_RIGHT_CC,1,ok,1,True,2532.0,2766.0,728.0,968.0,0.8522427440633246,2532,2766,728,968,938.1199466884136,1017,,,,,,,,,,,,
train,Mass-Training_P_00166_RIGHT_MLO_1,Mass-Training_P_00166_RIGHT_MLO,1,ok,1,True,3924.0,4212.0,1122.0,1322.0,0.8937142857142857,3924,4212,1122,1322,1208.9361473619938,1404,,,,,,,,,,,,
train,Mass-Training_P_00169_RIGHT_MLO_1,Mass-Training_P_00169_RIGHT_MLO,1,ok,1,True,2338.0,2727.0,2568.0,2867.0,0.7903887157618501,2338,2727,2568,2867,2825.3168782293797,3196,,,,,,,,,,,,
train,Mass-Training_P_00172_LEFT_CC_1,Mass-Training_P_00172_LEFT_CC,1,ok,1,True,2695.0,3171.0,1191.0,1707.0,0.7907012906235422,2695,3171,1191,1707,6244.411033123732,8079,847.0,931.0,2082.0,2201.0,169.49411684274673,341.0,,,,,,
train,Mass-Training_P_00172_LEFT_MLO_1,Mass-Training_P_00172_LEFT_MLO,1,ok,1,True,3365.0,3820.0,1248.0,1764.0,0.9405728943993159,3365,3820,1248,1764,6292.478249579668,6916,,,,,,,,,,,,
train,Mass-Training_P_00175_RIGHT_CC_1,Mass-Training_P_00175_RIGHT_CC,1,ok,1,True,1369.0,1658.0,2588.0,2873.0,0.745945945945946,1369,1658,2588,2873,1929.362898260355,2142,,,,,,,,,,,,
train,Mass-Training_P_00175_RIGHT_MLO_1,Mass-Training_P_00175_RIGHT_MLO,1,ok,1,True,1526.0,1819.0,2076.0,2338.0,0.8545343883140597,1526,1819,2076,2338,1904.60964807868,2200,,,,,,,,,,,,
train,Mass-Training_P_00187_LEFT_CC_1,Mass-Training_P_00187_LEFT_CC,1,ok,1,True,3444.0,3725.0,0.0,281.0,0.852728631946175,3444,3725,0,281,2257.1807313263416,2873,,,,,,,,,,,,
train,Mass-Training_P_00187_LEFT_MLO_1,Mass-Training_P_00187_LEFT_MLO,1,ok,1,True,2584.0,2779.0,124.0,347.0,0.8949416342412452,2584,2779,124,347,1075.8381966352463,1412,,,,,,,,,,,,
train,Mass-Training_P_00190_LEFT_MLO_1,Mass-Training_P_00190_LEFT_MLO,1,ok,1,True,4633.0,5153.0,2262.0,2869.0,0.9163636363636364,4633,5153,2262,2869,3781.9931164085865,4021,,,,,,,,,,,,
train,Mass-Training_P_00199_LEFT_CC_1,Mass-Training_P_00199_LEFT_CC,1,ok,1,True,3193.0,3643.0,1805.0,2182.0,0.7676672181517372,3193,3643,1805,2182,2520.9508770108223,2901,,,,,,,,,,,,
train,Mass-Training_P_00199_LEFT_MLO_1,Mass-Training_P_00199_LEFT_MLO,1,ok,1,True,4478.0,4886.0,1695.0,2103.0,0.8366776733553467,4478,4886,1695,2103,2716.1669416725636,2813,,,,,,,,,,,,
train,Mass-Training_P_00206_RIGHT_MLO_1,Mass-Training_P_00206_RIGHT_MLO,1,ok,1,True,2270.0,2893.0,3379.0,3730.0,0.8629759058304212,2270,2893,3379,3730,3802.377774387598,4413,,,,,,,,,,,,
train,Mass-Training_P_00207_LEFT_CC_1,Mass-Training_P_00207_LEFT_CC,3,ok,1,True,2184.0,2387.0,563.0,743.0,0.9096844396082698,2184,2387,563,743,1087.8194281458855,1226,2539.0,2692.0,559.0,711.0,460.35449054837227,883.0,2770.0,2918.0,614.0,762.0,425.1680101454258,727.0
train,Mass-Training_P_00207_LEFT_CC_2,Mass-Training_P_00207_LEFT_CC,3,ok,2,True,2539.0,2692.0,559.0,711.0,0.4693333333333333,2184,2387,563,743,1087.8194281458855,1226,2539.0,2692.0,559.0,711.0,460.35449054837227,883.0,2770.0,2918.0,614.0,762.0,425.1680101454258,727.0
train,Mass-Training_P_00207_LEFT_CC_3,Mass-Training_P_00207_LEFT_CC,3,ok,3,True,2770.0,2918.0,614.0,762.0,0.7833078101071975,2184,2387,563,743,1087.8194281458855,1226,2539.0,2692.0,559.0,711.0,460.35449054837227,883.0,2770.0,2918.0,614.0,762.0,425.1680101454258,727.0
train,Mass-Training_P_00207_LEFT_MLO_1,Mass-Training_P_00207_LEFT_MLO,3,ok,2,True,3384.0,3528.0,716.0,896.0,0.79296875,2438,2655,937,1131,1091.597234904766,1485,3384.0,3528.0,716.0,896.0,725.4661594629288,914.0,3033.0,3154.0,688.0,831.0,292.0190945863724,605.0
train,Mass-Training_P_00207_LEFT_MLO_2,Mass-Training_P_00207_LEFT_MLO,3,ok,3,True,3033.0,3154.0,688.0,831.0,0.5684210526315789,2438,2655,937,1131,1091.597234904766,1485,3384.0,3528.0,716.0,896.0,725.4661594629288,914.0,3033.0,3154.0,688.0,831.0,292.0190945863724,605.0
train,Mass-Training_P_00207_LEFT_MLO_3,Mass-Training_P_00207_LEFT_MLO,3,ok,1,True,2438.0,2655.0,937.0,1131.0,0.813953488372093,2438,2655,937,1131,1091.597234904766,1485,3384.0,3528.0,716.0,896.0,725.4661594629288,914.0,3033.0,3154.0,688.0,831.0,292.0190945863724,605.0
train,Mass-Training_P_00208_RIGHT_MLO_3,Mass-Training_P_00208_RIGHT_MLO,1,ok,1,True,3080.0,3389.0,3605.0,4000.0,0.6785714285714286,3080,3389,3605,4000,1418.7251154780388,1784,,,,,,,,,,,,
train,Mass-Training_P_00215_RIGHT_CC_1,Mass-Training_P_00215_RIGHT_CC,1,ok,1,True,2128.0,2326.0,1496.0,1663.0,0.9523809523809523,2128,2326,1496,1663,773.2632761895657,926,,,,,,,,,,,,
train,Mass-Training_P_00217_LEFT_CC_1,Mass-Training_P_00217_LEFT_CC,1,ok,2,True,3659.0,3869.0,819.0,1072.0,0.7161290322580646,1611,1967,0,291,1436.4783208668232,2797,3659.0,3869.0,819.0,1072.0,970.1596604287624,1345.0,,,,,,
train,Mass-Training_P_00219_RIGHT_CC_1,Mass-Training_P_00219_RIGHT_CC,1,ok,1,True,1206.0,1529.0,2736.0,3043.0,0.6511270491803278,1206,1529,2736,3043,2238.802011460066,2644,,,,,,,,,,,,
train,Mass-Training_P_00221_RIGHT_MLO_1,Mass-Training_P_00221_RIGHT_MLO,1,ok,1,True,3896.0,4046.0,1159.0,1379.0,0.8571428571428571,3896,4046,1159,1379,664.0882503390312,801,,,,,,,,,,,,
train,Mass-Training_P_00224_LEFT_CC_1,Mass-Training_P_00224_LEFT_CC,1,ok,1,True,1566.0,1737.0,709.0,917.0,0.8541448058761805,1566,1737,709,917,919.4728905260563,1244,,,,,,,,,,,,
train,Mass-Training_P_00224_LEFT_MLO_1,Mass-Training_P_00224_LEFT_MLO,1,ok,1,True,1720.0,1934.0,1246.0,1436.0,0.9181395348837209,1720,1934,1246,1436,1231.1524545252323,1382,,,,,,,,,,,,
train,Mass-Training_P_00224_RIGHT_CC_1,Mass-Training_P_00224_RIGHT_CC,1,ok,1,True,1357.0,1740.0,1395.0,1796.0,0.882051282051282,1357,1740,1395,1796,4704.421888560057,5364,,,,,,,,,,,,
train,Mass-Training_P_00224_RIGHT_MLO_1,Mass-Training_P_00224_RIGHT_MLO,1,ok,1,True,2017.0,2540.0,1519.0,1941.0,0.9153810191678354,2017,2540,1519,1941,6141.366496860981,6941,,,,,,,,,,,,
train,Mass-Training_P_00225_RIGHT_CC_1,Mass-Training_P_00225_RIGHT_CC,1,ok,1,True,1711.0,1899.0,846.0,1145.0,0.8074534161490683,1711,1899,846,1145,948.1655569672585,1083,,,,,,,,,,,,
train,Mass-Training_P_00225_RIGHT_MLO_1,Mass-Training_P_00225_RIGHT_MLO,1,ok,1,True,2880.0,3100.0,1842.0,2127.0,0.8266666666666667,2880,3100,1842,2127,998.7407945394516,1154,,,,,,,,,,,,
train,Mass-Training_P_00226_LEFT_CC_1,Mass-Training_P_00226_LEFT_CC,1,ok,1,True,2634.0,3148.0,810.0,1373.0,0.8322475570032574,2634,3148,810,1373,3424.564655035734,4279,,,,,,,,,,,,
train,Mass-Training_P_00226_LEFT_MLO_1,Mass-Training_P_00226_LEFT_MLO,1,ok,1,True,2715.0,3188.0,1223.0,1661.0,0.9005376344086021,2715,3188,1223,1661,2793.1206137239933,2962,,,,,,,,,,,,
